Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
RT USER Wah hebatnya pak USER.... Yg lg sibuk pencitraan... USER.. USER.. USER ..USER.... BACA NIH,1,0,1,0,0,0,0,0,1,1,0,0
"USER bagi anda mungkin gk apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami'",1,1,1,0,1,0,0,0,0,1,0,0
RT USER baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL,1,0,0,1,0,1,0,0,0,0,1,0
"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng .; ; #JatengGayeng ; #2019TetapJokowi",0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat,1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih',0,0,0,0,0,0,0,0,0,0,0,0
USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...',1,1,1,0,0,0,0,1,0,1,0,0
"Menurut Wibisono, pencitraan Jokowi telah disebarkan up media massa pro asing, sehingga terkesan Jokowi berhasil.",1,0,1,0,0,0,0,0,1,1,0,0
RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER.. Km terlalu mainstream mengaartikan ""pintar"". Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making",1,0,1,0,0,0,0,0,1,1,0,0
USER Kan emang gw dongo',0,1,0,0,0,0,0,0,0,0,0,0
USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Gw terpukaukaukau #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :)",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER Yaaelah chat aja loe urusin,, noh yg dah keliatan mesum anggotaDPR pd mingkem,, yg nyata selingkuh 7th kalian pura2 budek,,, #bong200 gk nyampe otaknya...'",1,1,0,1,0,0,1,1,0,0,1,0
USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....',0,0,0,0,0,0,0,0,0,0,0,0
"""Cermin pun pecah saat dirinya berkaca""; ;",0,0,0,0,0,0,0,0,0,0,0,0
"USER Lansung tag partainya...\nGa berani ya, berarti kau BANCI....'",1,1,1,0,0,0,0,1,0,1,0,0
Awwww comel nya asing kan ikut warna',0,0,0,0,0,0,0,0,0,0,0,0
"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat.",0,0,0,0,0,0,0,0,0,0,0,0
USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1,1,0,1,1,0,1,1,0,0,1,0
"USER Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini",0,0,0,0,0,0,0,0,0,0,0,0
"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL",1,0,1,0,0,0,0,0,1,1,0,0
Agama: Kristen\nGolongan Darah: B\nAsal : San Fernando Valley',0,0,0,0,0,0,0,0,0,0,0,0
Budha bunuh muslim di myanmar,1,0,0,1,1,0,0,0,0,0,1,0
USER jahudi bangke minta sama jerman sana tempat ibadah',1,1,0,1,1,1,0,0,0,0,1,0
PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Cina',0,0,0,0,0,0,0,0,0,0,0,0
USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak,1,1,0,1,0,1,0,0,0,0,1,0
Itu yg pada ribut komunis blabla mungkin emoh baca. Yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.�?��?��?�,0,0,0,0,0,0,0,0,0,0,0,0
"pemilu langsung biar bwt milih presiden n dpr sj; capres pun biar tdk kyk kucing dlm karung, ; mgkn bisa bikin mekanisme baru yg lebih ok,; misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,",0,0,0,0,0,0,0,0,0,0,0,0
"USER Gak vital gimana?udah dari kapan inter gak punya bek kanan yg bisa jd pembeda, terakhir itu ya era maicon, D'ambrosio juga baru2 setelah kedatangan cancelo bagusnya...\nHmmmm,,,berarti kesimpulannya yg geblek ausilio ini... \xf0\x9f\x98\x81\xf0",1,1,1,0,0,0,0,0,1,1,0,0
USER Namanya jg agama munafik...',1,1,1,0,1,0,0,0,0,1,0,0
43. Contoh lain: meski banyak tudingan dugaan korupsi tapi SBY tdk pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi,1,0,1,0,0,0,0,0,1,1,0,0
Saya mencium bau bau pecun URL,0,1,0,0,0,0,0,0,0,0,0,0
"Berhenti jadi konsumen wisata Haji & Umoh yg menipu, jadilah podusen wisata jiarah Indonesia",1,0,0,1,1,0,0,0,0,0,1,0
Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER USER Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.",1,0,1,0,0,0,0,0,1,1,0,0
USER Bubarin nkri harga mati,1,0,0,1,0,0,0,0,1,0,0,1
"USER Ingat baik-baik kata si royson, ""jokowi kacung gua..!""\n\nItulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam ""Debt Trap"" KOMUNIS CINA!\n\nSo, menjadi wajib untuk #2019GantiPresiden!'",1,1,1,0,0,1,0,0,0,1,0,0
USER USER WKWKWKWK MAMPUS. aku mau pepet ujin ah',0,1,0,0,0,0,0,0,0,0,0,0
Gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0
Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan,1,1,0,1,1,0,0,0,0,0,0,1
USER USER USER USER Semua itu terdapat pada kelakuan bani CEBONG....',1,1,0,1,0,0,0,0,1,0,1,0
Aku dah la baju macam yahudi betopi siap. 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap. Ni betol2 out of place. Mohon ak tak direjam',0,0,0,0,0,0,0,0,0,0,0,0
USER Gua ge akan marah. Cuma auto blacklist dari kehidupan gue.\n\nSampah apa gunanya kalo ga didaur ulang?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Anjir apa rasanyaa bekas silit mah',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Cebong makin kepanasan jadi makin ngawur. \xf0\x9f\x98\x95\xf0\x9f\x98\x95',1,1,1,0,0,0,0,0,1,1,0,0
amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,�?? tutur Djarot di hadapan peserta Rakercabsu�?�",0,0,0,0,0,0,0,0,0,0,0,0
"Sudah jangan terlalu banyak membingkai bangkai, cukup menjadikannya pelajaran saja, agar hidup kita semakin baik pada masa yang akan datang.'",0,0,0,0,0,0,0,0,0,0,0,0
USER edan aq yang masi newbie menangis saja liatnya yampun kartu R w aja masi dikit bat',0,1,0,0,0,0,0,0,0,0,0,0
Nah..klo PKI alias Partai Korupsi Indonesia perlu diganyang juga ga?,1,0,0,1,0,0,0,0,1,0,1,0
"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",1,1,1,0,0,0,1,0,0,1,0,0
dijual lagi gua kaya jablay',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Yang bijak cuma petugas dan jajaran krl doang, para penumpang cuma followers doang \xe2\x98\xb9\xef\xb8\x8f nyuruh orng utk mengerti, sendirinya ga mau mengerti kebutuhan banyak orng. Kan bangke..'",0,1,0,0,0,0,0,0,0,0,0,0
"USER kyknya itu titit nya di sambung, trus pake accessoris jg'",0,1,0,0,0,0,0,0,0,0,0,0
USER Mata w pas kecil sipit tp skrg malah engga. Aneh pisan',0,0,0,0,0,0,0,0,0,0,0,0
Ko ingt aku buat banci ke gigih nk kira URL,0,1,0,0,0,0,0,0,0,0,0,0
MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!,1,0,0,1,0,1,0,0,0,0,1,0
USER Banci kampungan HEEEE!!!',1,1,1,0,0,0,0,1,0,1,0,0
USER Gembel ganteng ga perlu dikasihani karena byk yg mencintainya. Asik asik jos',0,1,0,0,0,0,0,0,0,0,0,0
dekalarasi pilkada 2018 aman dan anti hoax Toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
Setiausaha Agung Pas Datuk Takiyuddin Hassan sahkan ada pihak cuba pinda perlembagaan parti ini seperti yang dikatakan Presiden parti sebelum ini.,0,0,0,0,0,0,0,0,0,0,0,0
USER USER EMANGNYA AKU NAJIS',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER Sastra e karl mark. PENTOLAN komunis rusia.',0,0,0,0,0,0,0,0,0,0,0,0
"USER Otak mereka kayaknya bener bener di bool deh mess, trus tiap harinua makan silit jadinya gtu'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1,1,0,1,0,0,0,0,1,0,1,0
"cina, apa hak lu melarang?",1,0,0,1,0,1,0,0,0,0,1,0
"Anda hebat bicara cinta masih pegang Quran sbagai pegangan hidup, Quran tak bicara cinta tapi perang, bunuh, penggal",1,0,0,1,1,0,0,0,0,0,1,0
USER Kelamaan jomblo nanti jablay :(',0,1,0,0,0,0,0,0,0,0,0,0
Perjaka kq di jual... \nSok sok an mau booking.. Tante idiot njir..',1,1,1,0,0,0,1,1,0,1,0,0
USER Rev 1: jgn pilih ulama yg DEKAT DG KAFIR dan MUNAFIK',1,1,1,0,1,0,0,0,0,1,0,0
Buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya. Asal buang sampah dan ngomong = kan ada petugas kebersihannya',0,0,0,0,0,0,0,0,0,0,0,0
"Sejuk gila dlm ofis, kulit buaya ke apa'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ooo camtu.. Biasalah kena seimbang.. Ada baik ada nakal, ada kucing ada anjing, ada abang ada lain-lain, ada darkside ada brightside.. Tak chill dan tak sosial la kalai takde pelengkap.. Kahkahkah.. K bang selamat maju jaya.. Dah terjawab persoalan saya.. Terima kasih..'",0,0,0,0,0,0,0,0,0,0,0,0
"Segala permasalahan saat ini hanya ada satu solusi #2019GantiPresiden ; Jika pun tdk berdampak signifikan,sekurang?nya kita telah mengobati dan mencegah penyakit ini bertambah parah.",1,0,1,0,0,0,0,0,1,1,0,0
"USER Gampang kak, u buka hp, buka browser, ketik ""budaya palembang""; ; Silahkan menikmati pembelajaran denngan gratis:)))",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Segerombolan onta yg ngaku membela umat tapi itu semata2 demi kepentinga politik praktis.TGB jauh lebih demokratis dia mementingkan umat yg berpikiran modern.salut untukmu TGB',0,0,0,0,0,0,0,0,0,0,0,0
USER Culun mending kampung jes',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Goyangan jilboob mantap bener nih hyper kontol doi. \n\nTadi sambil squirt loh... \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nYang belum nonton live nya.. Besok doi\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"islam di indonesia itu adalah islam nusantara, islam yang sudah di modifikasi sedemikian rupa supaya masuk dengan budaya indonesia yang beragam, islam nusantara adalah islam yang toleran.",0,0,0,0,0,0,0,0,0,0,0,0
"Presiden Aspek Indonesia Mbak USER :; Kami tidak Anti Investasi Asing; Tapi , apabila berubah jadi Invasi Asing, sudah kewajiban KITA sebagai Warga Negara utk melawannya",0,0,0,0,0,0,0,0,0,0,0,0
�?�Pkl 09.15 wib ; Kanit Binmas Ipda Mt. Hutasoit melaks Sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd Karyawan BRI Ranting Muara DAMENRA SIHITE dkk di Desa Hutanagodang Kec. Muara Kab. Tap. Utara.,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalimantan sdh biasa matlam gini, batu bara nya di keruk, listriknya megap2...",0,0,0,0,0,0,0,0,0,0,0,0
"�??fardu kifayah�?? atau berhukum wajib dalam ajaran Islam. Pada pilpres mendatang, harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri.;",0,0,0,0,0,0,0,0,0,0,0,0
USER Hah? Wah bangke emang nih truk',1,1,1,0,0,0,0,0,1,1,0,0
Nahdliyin Minta Setop Penghinaan Terhadap Maruf Amin,0,0,0,0,0,0,0,0,0,0,0,0
"USER Cebong, kampret, dan onta juga ngak bersinggungan dengan laut'",1,1,0,1,0,0,0,0,1,0,1,0
USER Risa baru saja pulang dari pelatihan khususnya ketika iris hazel miliknya menangkap siluet seorang gadis. Gadis yang sangat asing.\n\nBelum pernah Risa temui gadis ini sebelumnya di radio tempatnya tinggal dan bekerja ini. Maka dari itu R,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Hahahaha orang gila ngomong cak..??\nMakanya jangan terlalu banyak micin biar otak loe encer cong...\nNgomong ae ngawur muslim kamu itu muslim silit tau...babi.',1,1,1,0,1,0,0,0,0,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER Coba ngaca n introspeksi,apakah keluarga anda yg gak pake hijab komunis jga?,otak dipakai jgn cmn jd property or pa",1,0,1,0,0,0,0,0,1,1,0,0
muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalo neraka terkena bom , maka surga akan selalu ada untuk semua org dimuka bumi ini termasuk goku.'",0,0,0,0,0,0,0,0,0,0,0,0
"BOT mau nanya. 'ich liebe dich' artinya apa? Yg jawab ntar BOT kasih aipet yg barusan nyemplung di jamban kuda (\xe2\x80\xa2\xcc\xaf\xcd\xa1_\xe2\x80\xa2\xcc\xaf\xcd\xa1 )""",0,1,0,0,0,0,0,0,0,0,0,0
COPOT Darmin Nasution Menko Perekonomian BODOH yang turunkan daya beli sejak menjabat USER USER,1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Bodo amat anjir bodo ngakak gua ngakak astagfirullah humor bet URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Matamu picek, cukk..\nOra delok prestasli pak jokowi..\n\nGuoblokkk..!!\nTolol....!!'",1,1,1,0,0,0,1,0,0,1,0,0
"Berhasil Penjarakan Ahok, Alumni 212 Pendukung Rizieq Akan Lengserkan Jokowi Usai Lebaran",1,0,1,0,0,0,0,0,1,0,0,1
"USER Coba dedengkot JIN terus terang ke para ulama Saudi atau rilis ke publik tentang akidah JIN. Contoh, JIN tidak anggap kafir pemeluk Kristen, Hindu, Budha, dll; semua punya peluang masuk surga. \nAku yakin akan keluar fatwa dari Saudi: JIN adal",0,0,0,0,0,0,0,0,0,0,0,0
"USER Atau seperti hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas) sedang Allah me",0,0,0,0,0,0,0,0,0,0,0,0
Cerdas dan konseptual,0,0,0,0,0,0,0,0,0,0,0,0
"USER ""Namaku Baek Yoon\xe2\x80\x94gi ...""\n\nUcapan terputus seiring dia mengerjap mata yang terasa mengantuk sedikit demi sedikit. Gigit bibirnya ragu karena dia ingin menggapai gelas sekali lagi untuk meminum sebagaimana wine yang ditinggal di m",0,0,0,0,0,0,0,0,0,0,0,0
"Bismillah, Melayu Raya, Tanah Melayu macam-macam nama kita pernah dengar. Tapi pernah tak kita kaji, besar mana jajahan Tanah Melayu dulu? Dalam thread ini saya akan kupaskan serba sedikit tentang bani jawi.'",0,0,0,0,0,0,0,0,0,0,0,0
"Bila nak kawin ni kena simpan duit,ilmu agama kena cukup, semua benda kena cukup la senang cerita",0,0,0,0,0,0,0,0,0,0,0,0
"// Aduh lucu banget adek kelas gue pas SMA laporan katanya ""bang hari ini kita field trip ke Taman Safari, heran dah (nyebut 1 nama temennya dia) mau arisan ama keluarganya aja bawa 1 sekolahan.""\n\nTai, arisan.'",0,1,0,0,0,0,0,0,0,0,0,0
USER Gimana mainnya asw',0,1,0,0,0,0,0,0,0,0,0,0
"Inilah kehebatan dan kearifan suku Baduy. Hutan tetap terjaga, budaya menjadi nafas kehidupan. Mereka hidup dgn menjaga keseimbangan alam.",0,0,0,0,0,0,0,0,0,0,0,0
"Yailaah giliran gini aja pada rame yg ngebela\nDulu pas idol mati, cuma sedih doang malah diserbu gila2an\nYang sarap siapa ya maap?'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Bersabar, berdoa, usaha, ikhtiar... Mudah-mudahan bentar lagi #2019GantiPresiden gak pake contekan, gak pake planga-plongo... ?",1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER Umat islam siapa yg ente mksd??\nFPI? HTI? Mrk bkn muslim. Tp penista islam. Bajingan mrk itu. Muslim tdk mgkn berbuat onar. Pengecut lari dr tgg jwb stlh mesum.\nApa2 islam, apa2 islam. Giliran mesum apa itu islam? Berbuat onar itu islam?",1,1,0,1,1,0,0,1,0,0,1,0
Warga Semarang Prihatin Kontroversi Puisi Gus Mus,0,0,0,0,0,0,0,0,0,0,0,0
Celeng nya bang acon susah bgt dah \xf0\x9f\x98\xa,1,1,1,0,0,0,0,0,1,1,0,0
USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!',1,1,1,0,0,0,0,0,1,1,0,0
"USER Setuju, DPR, menteri, dan seluruh pejabat negara wajib dipotong 50% termasuk presiden.\nTiap PNS dipotong jg.\nPegawai swasta tidak dipotong.'",0,0,0,0,0,0,0,0,0,0,0,0
"Cie ni akun berhasil membodohi kaum 212, yg bikin kaum-kaumnya sendiri biar dikata Jokowi ANTI ISLAM, wkwkwk :)",1,0,1,0,1,0,0,0,0,1,0,0
USER USER USER Yang juara ngibul kan junjungan kalian wahai bani kampret 212',1,1,0,1,0,0,0,0,1,0,1,0
USER Aku ga ada keturunan cina tapi aku sipit?',0,0,0,0,0,0,0,0,0,0,0,0
USER Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.,1,0,1,0,0,0,0,0,1,1,0,0
Fahri Hamzah: Kalau Saya Jadi Presiden KPK Akan Saya Bubarkan URL,1,0,0,1,0,0,0,0,1,0,0,1
Dia takut banci tapi :( USER URL,0,1,0,0,0,0,0,0,0,0,0,0
"LINMAS WILAYAH TAWANGSARI, BULU &amp; WERU TERIMA PEMBEKALAN PAM PILKADA SERENTAK",0,0,0,0,0,0,0,0,0,0,0,0
USER KENAPA BOLOT',0,1,0,0,0,0,0,0,0,0,0,0
Doi tuh native speaker ya.\n\nMother language-nya english.\n\nKomen dijaga dong bangsad',1,1,1,0,0,0,0,0,1,1,0,0
Kita-kita biasa aja dengan pernyataan yang ada. Ga ngerasa bangke.',0,1,0,0,0,0,0,0,0,0,0,0
"USER Mungkin mrk slh tulis atau slh sebut aja Bu ... \nMkst nya mungkin CEBONG MUDA KAMPUNGAN , \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",1,1,1,0,0,0,0,0,1,1,0,0
"Uname absurd bahkan first impression gak akan bikin enak imaginenya, dan gak ganteng typing pas dicoba eue di dm enak banget. Berharap di dm lagi ternyata enggak sama sekali:"")'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Admin.. Bukan presiden.. Tapi pm,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Stw singaraja suka kontol URL,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER kafir haram jadi pemimpin nyet',1,1,0,1,1,0,0,0,0,0,1,0
Shio baekhyun itu Monyet',0,0,0,0,0,0,0,0,0,0,0,0
"Ceruk pasar itu pasar yg lbh kecil, tp satu pasar itu pst butuh ke kita. Cth: Asuransi pensiunan tentara di US tuh. Ga semua org pensiunan tentara, tp sekalinya pensiunan tentara, pst ke asuransi tsb. Atau alat kebutuhan org cacat. Ga semua org cacat, ta",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Emang perlu pak kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul, ane tanya ente soal arab yg mana yg ente sembah aja gk bisa jawab, ane sodorin arab bani saud yg pro israel eh ente pura2",1,1,1,0,0,0,0,0,1,1,0,0
USER Pernah ngelakuin dosa apa ya anis dan sandi sampe di bully dan di rendahkan terus2an. Padahal masih bnyk orng yg jahat dan licik yg sebenarny lebih pantas di bully dan rendahkan. Dunia memang kejam kawan. \xf0\x9f\x98\xa7',0,0,0,0,0,0,0,0,0,0,0,0
USER om kalo memang om belajar agama budha atau hindu yg bener seharusnya ga bgini. Coba belajar yg bener ya sebelum buka mulut,0,0,0,0,0,0,0,0,0,0,0,0
USER Ikut pengalaman yg tak seberapa kerja part time dengan cina lebih best dari kerja dengan melayu. Haha.',0,0,0,0,0,0,0,0,0,0,0,0
USER aku gakuat karna jijik makanya ku cepetin \xf0\x9f\x98\x8c berasa kita yg dikejar2 yaaa sampe mau napas aja jadi sungkan wkwkwk',0,0,0,0,0,0,0,0,0,0,0,0
RT USER Bubarkan DPR BUBARKAN.. SAVEKPK,1,0,0,1,0,0,0,0,1,0,0,1
"USER USER USER Hehehe akhirnya.....ternyata pasar kita global jg,tdk terbatas lokal. Akhirnya masi ada aseng dan asing juga. Kita jujur saja!..\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86",0,0,0,0,0,0,0,0,0,0,0,0
Gua daiping mampus lu junedi',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Suciwati: Revolusi Mental Jokowi Omong Kosong/Bualan. Jika Setuju RT &amp; Comment URL,1,0,1,0,0,0,0,0,1,1,0,0
"Saya juga pernah marahin seorang rp yang panggil saya sipit waktu jadi Hoshi. Atau yang suka tanya ""matanya mana?""\nSepele? Tidak ah. Itu kan bagian dari fisik.\nMungkin kalau dipakai untuk definisi, macam: Hoshi itu yang memiliki mata sipit; boleh deh.",0,0,0,0,0,0,0,0,0,0,0,0
USER Jangan jangan otak makelar penjual asset negara apa maling asset negara ? \xf0\x9f\x91\x89USER pertamina di jual mau di isi TKA dari Tiongkok \xe2\x9d\x93#2019GantiPresiden \nURL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Akun Siti Fatimah &amp; yg komen di lamannya, diringkes semua aja...parah &amp; bejat. Memalukan...!!! Bp USER ...semoga sehat selalu, tetap sabar , &amp; semangat terus suarakan kebenaran....'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks',1,1,1,0,0,0,0,0,1,1,0,0
Setuju ahokers lengserkan ke prabon jokowi daripada ancurin penjara ga karuan.. URL,1,0,1,0,0,0,0,0,1,0,0,1
RELAWAN JOIN ADALAH SEBUAH GERAKAN ARUS BAWAH yg MERINDUKAN KEPEMIMPINAN NASIONAL DARI NASIONALIS + ISLAM MODERAT..; ; #CakIminTheNextWapres ; #JOIN2019 ; ; USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER onta tu nsd??',0,0,0,0,0,0,0,0,0,0,0,0
USER Umpannya pake apaan tu biar mancing dpt buaya?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER Komunis kok berabtad PKI? Kecoak makan kecoak dong?',1,1,0,1,0,1,0,0,0,0,1,0
Retweeted ikko pribumi kawe (USER):; ; Horas Horas Horas !!; ; Dengan menggunakan kapal feri Presiden mengunjungi pulau samosir dlm rangkaian kunjungan kerja ; ; Presiden di sambut dgn upacara adat samosir dg pekikan Horas Horas Horas ; ; USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER mata loee picek ya, yg janji jokowi kok yg d tagih sby.. matamu picek blok \xf0\x9f\x98\x85\xf0\x9f\x98\x85'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Yang ke dua, Indonesia akan bertahan bahkan bisa menjadi kekuatan ekonomi, politik baru jika penghuninya memilih bekerjasama dengan menyimpan perbedaan tidak penting macam agama,",0,0,0,0,0,0,0,0,0,0,0,0
"Sudah lebih dari 50 tahun Freeport di kuasai oleh pihak asing, baru di masa pemerintahan jokowi serta pak jonan menjadi mentri ESDM Freeport kita ambil alih sahamnya #JonanJos'",0,0,0,0,0,0,0,0,0,0,0,0
USER as clara\n- anak pinter\n- dongo\n- paling koplak\n- cantik tapi idot :(\n- gatau malu \n- urat malu putus\n- butt dia muka nya imut bgt',1,1,1,0,0,0,1,0,0,1,0,0
